user_id,item_id,cat_id,seller_id,brand_id,time_stamp,action_type,age_range,gender,label
291453,274,611,3593,777.0,1111,0,4.0,0.0,0
280293,184,656,145,3462.0,1111,0,0.0,1.0,0
291386,279,898,3323,683.0,1110,0,5.0,0.0,0
313634,226,420,1784,7936.0,1111,0,5.0,0.0,0
313634,226,420,1784,7936.0,1111,0,5.0,0.0,0
313634,226,420,1784,7936.0,1111,0,5.0,0.0,0
313634,226,420,1784,7936.0,1111,2,5.0,0.0,0
60260,279,898,3323,683.0,1111,0,5.0,0.0,0
112997,253,962,3263,626.0,1110,0,4.0,0.0,0
112997,253,962,3263,626.0,1110,0,4.0,0.0,0
305925,184,656,145,3462.0,1111,0,4.0,0.0,0
305925,184,656,145,3462.0,1111,3,4.0,0.0,0
199429,209,863,3766,1097.0,1110,0,0.0,0.0,0
185381,279,898,3323,683.0,1111,0,3.0,1.0,0
144281,175,1181,4760,247.0,1111,0,3.0,1.0,0
144281,175,1181,4760,247.0,1111,0,3.0,1.0,0
33618,319,1580,1536,3931.0,1111,0,3.0,0.0,0
276857,279,898,3323,683.0,1111,0,4.0,1.0,0
276857,279,898,3323,683.0,1111,2,4.0,1.0,0
276857,279,898,3323,683.0,1111,0,4.0,1.0,0
130186,279,898,3323,683.0,1111,0,0.0,0.0,1
130186,279,898,3323,683.0,1110,0,0.0,0.0,1
130186,279,898,3323,683.0,1110,0,0.0,0.0,1
130186,279,898,3323,683.0,1110,3,0.0,0.0,1
376338,175,1181,4760,247.0,1111,0,2.0,1.0,0
376338,175,1181,4760,247.0,1111,0,2.0,1.0,0
376338,175,1181,4760,247.0,1111,2,2.0,1.0,0
376338,175,1181,4760,247.0,1111,0,2.0,1.0,0
867,175,1181,4760,247.0,1111,0,3.0,0.0,0
338395,175,1181,4760,247.0,1111,2,3.0,0.0,0
338395,175,1181,4760,247.0,1108,0,3.0,0.0,0
335587,219,349,1943,6208.0,1111,0,3.0,1.0,0
335587,219,349,1943,6208.0,1111,0,3.0,1.0,0
335587,219,349,1943,6208.0,1111,0,3.0,1.0,0
335587,219,349,1943,6208.0,1111,0,3.0,1.0,0
335587,219,349,1943,6208.0,1111,0,3.0,1.0,0
335587,219,349,1943,6208.0,1111,2,3.0,1.0,0
409283,279,898,3323,683.0,1111,0,0.0,0.0,0
88275,170,1095,3828,1446.0,528,0,4.0,0.0,1
165355,279,898,3323,683.0,1111,0,3.0,1.0,0
165355,279,898,3323,683.0,1111,0,3.0,1.0,0
165355,279,898,3323,683.0,1108,0,3.0,1.0,0
165355,279,898,3323,683.0,1108,0,3.0,1.0,0
165355,279,898,3323,683.0,1109,0,3.0,1.0,0
55784,281,1130,246,5380.0,1111,0,4.0,0.0,1
327782,211,1188,2277,1246.0,1105,0,3.0,1.0,0
327782,211,1188,2277,1246.0,1105,0,3.0,1.0,0
327782,211,1188,2277,1246.0,1110,0,3.0,1.0,0
327782,211,1188,2277,1246.0,1110,0,3.0,1.0,0
327782,211,1188,2277,1246.0,1110,0,3.0,1.0,0
327782,211,1188,2277,1246.0,1110,0,3.0,1.0,0
327782,211,1188,2277,1246.0,1108,0,3.0,1.0,0
327782,211,1188,2277,1246.0,1111,2,3.0,1.0,0
264657,184,656,145,3462.0,1111,0,4.0,0.0,0
264657,184,656,145,3462.0,1111,0,4.0,0.0,0
264657,184,656,145,3462.0,1111,0,4.0,0.0,0
264657,184,656,145,3462.0,1111,2,4.0,0.0,0
264657,184,656,145,3462.0,1111,0,4.0,0.0,0
264657,184,656,145,3462.0,1111,0,4.0,0.0,0
52751,175,1181,4760,247.0,1111,0,2.0,1.0,0
52751,175,1181,4760,247.0,1111,0,2.0,1.0,0
33745,175,1181,4760,247.0,1111,0,2.0,1.0,0
33745,175,1181,4760,247.0,1111,0,2.0,1.0,0
33745,175,1181,4760,247.0,1111,0,2.0,1.0,0
33745,175,1181,4760,247.0,1111,0,2.0,1.0,0
103980,277,1023,4282,7892.0,804,0,3.0,1.0,0
316235,211,1188,2277,1246.0,1111,0,2.0,1.0,0
316235,211,1188,2277,1246.0,1111,0,2.0,1.0,0
316235,211,1188,2277,1246.0,1111,0,2.0,1.0,0
316235,211,1188,2277,1246.0,1111,0,2.0,1.0,0
316235,211,1188,2277,1246.0,1111,0,2.0,1.0,0
316235,211,1188,2277,1246.0,1111,0,2.0,1.0,0
316235,211,1188,2277,1246.0,1111,2,2.0,1.0,0
316235,211,1188,2277,1246.0,1110,0,2.0,1.0,0
316235,211,1188,2277,1246.0,1110,0,2.0,1.0,0
316235,211,1188,2277,1246.0,1110,3,2.0,1.0,0
380439,175,1181,4760,247.0,1110,0,6.0,0.0,0
380439,175,1181,4760,247.0,1111,0,6.0,0.0,0
86171,175,1181,4760,247.0,1106,0,2.0,1.0,0
408759,175,1181,4760,247.0,1111,0,0.0,1.0,0
408759,175,1181,4760,247.0,1111,0,0.0,1.0,0
38606,175,1181,4760,247.0,1111,2,0.0,0.0,0
38606,175,1181,4760,247.0,1111,0,0.0,0.0,0
108672,175,1181,4760,247.0,1111,0,0.0,1.0,0
35848,224,614,4955,7924.0,1109,0,2.0,0.0,0
275260,175,1181,4760,247.0,1111,0,4.0,0.0,0
275260,175,1181,4760,247.0,1111,0,4.0,0.0,0
275260,175,1181,4760,247.0,1111,0,4.0,0.0,0
275260,175,1181,4760,247.0,1111,0,4.0,0.0,0
275260,175,1181,4760,247.0,1111,2,4.0,0.0,0
275260,175,1181,4760,247.0,1111,2,4.0,0.0,0
178063,175,1181,4760,247.0,1109,0,3.0,0.0,0
419820,285,1577,630,1905.0,1110,0,4.0,2.0,0
53531,279,898,3323,683.0,1111,0,0.0,1.0,0
51728,291,1438,314,5946.0,1111,0,4.0,0.0,0
51728,291,1438,314,5946.0,1111,0,4.0,0.0,0
51728,291,1438,314,5946.0,1111,0,4.0,0.0,0
51728,291,1438,314,5946.0,1111,0,4.0,0.0,0
51728,291,1438,314,5946.0,1111,0,4.0,0.0,0
51728,291,1438,314,5946.0,1111,2,4.0,0.0,0
177770,279,898,3323,683.0,1110,0,3.0,1.0,1
177770,279,898,3323,683.0,1110,0,3.0,1.0,1
177770,279,898,3323,683.0,1111,0,3.0,1.0,1
177770,279,898,3323,683.0,1107,0,3.0,1.0,1
389062,221,598,4405,4631.0,1110,3,0.0,1.0,0
389062,221,598,4405,4631.0,1110,0,0.0,1.0,0
389062,221,598,4405,4631.0,1110,0,0.0,1.0,0
389062,221,598,4405,4631.0,1111,0,0.0,1.0,0
389062,221,598,4405,4631.0,1111,0,0.0,1.0,0
389062,221,598,4405,4631.0,1111,2,0.0,1.0,0
227925,277,1023,4282,7989.0,627,0,3.0,0.0,1
383379,175,1181,4760,247.0,1111,0,3.0,1.0,0
87972,175,1181,4760,247.0,1109,0,0.0,0.0,1
165262,279,898,3323,683.0,1111,0,0.0,0.0,0
165262,279,898,3323,683.0,1111,0,0.0,0.0,0
165262,279,898,3323,683.0,1110,0,0.0,0.0,0
165262,279,898,3323,683.0,1110,0,0.0,0.0,0
165262,279,898,3323,683.0,1110,0,0.0,0.0,0
165262,279,898,3323,683.0,1110,0,0.0,0.0,0
165262,279,898,3323,683.0,1110,0,0.0,0.0,0
165262,279,898,3323,683.0,1110,3,0.0,0.0,0
165262,279,898,3323,683.0,1110,0,0.0,0.0,0
165262,279,898,3323,683.0,1110,0,0.0,0.0,0
97492,209,863,3766,1097.0,1111,0,0.0,0.0,0
335815,198,656,145,3462.0,1111,0,2.0,1.0,0
8552,211,1188,2277,1246.0,1111,0,0.0,0.0,0
8552,211,1188,2277,1246.0,1103,0,0.0,0.0,0
340708,211,1188,2277,1246.0,1111,0,4.0,0.0,0
340708,211,1188,2277,1246.0,1111,0,4.0,0.0,0
340708,211,1188,2277,1246.0,1111,0,4.0,0.0,0
127492,253,962,3263,626.0,1111,0,2.0,0.0,0
127492,253,962,3263,626.0,1111,0,2.0,0.0,0
127492,253,962,3263,626.0,1111,0,2.0,0.0,0
127492,253,962,3263,626.0,1111,0,2.0,0.0,0
127492,253,962,3263,626.0,1111,2,2.0,0.0,0
143411,175,1181,4760,247.0,1111,0,0.0,1.0,0
143411,175,1181,4760,247.0,1111,2,0.0,1.0,0
324110,224,614,4955,7924.0,1111,0,0.0,0.0,0
324110,224,614,4955,7924.0,1111,2,0.0,0.0,0
226193,175,1181,4760,247.0,1111,0,3.0,0.0,0
108048,253,962,3263,626.0,1111,0,2.0,0.0,0
108048,253,962,3263,626.0,1111,0,2.0,0.0,0
355412,175,1181,4760,247.0,1110,0,0.0,0.0,0
245259,190,664,1131,2350.0,1111,0,3.0,0.0,0
251563,198,656,145,3462.0,1111,0,4.0,0.0,0
81918,279,898,3323,683.0,603,0,4.0,0.0,0
81918,279,898,3323,683.0,1111,0,4.0,0.0,0
79189,277,1023,4282,7892.0,801,0,3.0,1.0,1
173653,224,614,4955,7924.0,1111,0,3.0,1.0,0
173653,224,614,4955,7924.0,1111,2,3.0,1.0,0
283745,169,1505,4988,5738.0,1110,0,3.0,1.0,0
283745,169,1505,4988,5738.0,1110,0,3.0,1.0,0
97762,277,1023,4282,7892.0,804,0,3.0,1.0,1
97762,277,1023,4282,7892.0,806,0,3.0,1.0,1
5534,198,656,145,3462.0,1110,0,5.0,0.0,0
317444,209,863,3766,1097.0,1110,0,4.0,0.0,0
32155,186,267,1200,2276.0,1111,0,4.0,0.0,0
32155,186,267,1200,2276.0,1110,0,4.0,0.0,0
29443,277,1023,4282,7892.0,806,0,4.0,1.0,0
364459,175,1181,4760,247.0,1101,0,4.0,1.0,0
367079,279,898,3323,683.0,1111,0,4.0,1.0,0
348030,279,898,3323,683.0,1111,0,2.0,0.0,0
348030,279,898,3323,683.0,1111,0,2.0,0.0,0
4755,175,1181,4760,247.0,1107,0,3.0,1.0,0
132884,224,614,4955,7924.0,1111,0,3.0,0.0,0
246586,186,267,1200,2276.0,1110,0,0.0,0.0,0
246586,186,267,1200,2276.0,1110,0,0.0,0.0,0
246586,186,267,1200,2276.0,1110,0,0.0,0.0,0
246586,186,267,1200,2276.0,1110,0,0.0,0.0,0
246586,186,267,1200,2276.0,1111,2,0.0,0.0,0
102477,279,898,3323,683.0,1110,3,5.0,1.0,0
102477,279,898,3323,683.0,1110,0,5.0,1.0,0
274624,219,349,1943,6208.0,1111,2,2.0,1.0,0
274624,219,349,1943,6208.0,1111,0,2.0,1.0,0
274624,219,349,1943,6208.0,1111,0,2.0,1.0,0
274624,219,349,1943,6208.0,1111,0,2.0,1.0,0
274624,219,349,1943,6208.0,1105,0,2.0,1.0,0
274624,219,349,1943,6208.0,1111,3,2.0,1.0,0
175206,175,1181,4760,247.0,1111,0,3.0,1.0,0
175206,175,1181,4760,247.0,1111,0,3.0,1.0,0
175206,175,1181,4760,247.0,1111,0,3.0,1.0,0
123833,175,1181,4760,247.0,1108,0,0.0,0.0,0
367500,221,598,4405,4631.0,1110,0,2.0,1.0,0
355808,279,898,3323,683.0,1111,0,3.0,0.0,0
355808,279,898,3323,683.0,1110,0,3.0,0.0,0
28461,184,656,145,3462.0,1111,0,0.0,0.0,0
28461,184,656,145,3462.0,1111,2,0.0,0.0,0
35597,269,530,2443,3654.0,1110,0,0.0,1.0,0
352780,175,1181,4760,247.0,1111,2,3.0,1.0,0
352780,175,1181,4760,247.0,1111,0,3.0,1.0,0
78667,175,1181,4760,247.0,1026,0,2.0,1.0,0
257735,312,602,4129,5491.0,1108,0,4.0,0.0,0
165083,215,387,2820,6590.0,1001,0,6.0,1.0,0
90821,279,898,3323,683.0,1111,0,4.0,1.0,0
289430,312,602,4129,5491.0,1022,0,7.0,0.0,0
251644,312,602,4129,5491.0,1108,0,3.0,0.0,0
283392,279,898,3323,683.0,1111,0,4.0,1.0,1
353886,175,1181,4760,247.0,1111,0,0.0,0.0,0
353447,170,1095,3828,1446.0,601,0,0.0,0.0,0
131122,315,1611,2642,8040.0,1111,0,0.0,0.0,0
117310,175,1181,4760,247.0,1111,0,2.0,1.0,0
117310,175,1181,4760,247.0,1111,2,2.0,1.0,0
117310,175,1181,4760,247.0,1111,0,2.0,1.0,0
59028,175,1181,4760,247.0,1110,0,3.0,1.0,0
52647,184,656,145,3462.0,1111,0,2.0,2.0,0
2448,279,898,3323,683.0,617,0,8.0,1.0,0
2448,279,898,3323,683.0,617,0,8.0,1.0,0
163584,175,1181,4760,247.0,1111,0,0.0,1.0,0
295977,221,598,4405,4631.0,1101,0,0.0,0.0,0
62849,279,898,3323,683.0,1110,0,2.0,1.0,0
62849,279,898,3323,683.0,1109,0,2.0,1.0,0
125558,279,898,3323,683.0,1111,0,4.0,0.0,0
125558,279,898,3323,683.0,1111,0,4.0,0.0,0
125558,279,898,3323,683.0,1030,0,4.0,0.0,0
274843,198,656,145,3462.0,1111,0,3.0,1.0,0
263873,184,656,145,3462.0,1109,0,0.0,2.0,0
378696,175,1181,4760,247.0,1110,0,6.0,0.0,0
239687,279,898,3323,683.0,1111,0,4.0,1.0,0
148970,279,898,3323,683.0,524,3,3.0,1.0,1
148970,279,898,3323,683.0,522,0,3.0,1.0,1
148970,279,898,3323,683.0,529,0,3.0,1.0,1
148970,279,898,3323,683.0,522,0,3.0,1.0,1
148970,279,898,3323,683.0,522,0,3.0,1.0,1
148970,279,898,3323,683.0,522,0,3.0,1.0,1
257966,279,898,3323,683.0,1111,0,4.0,0.0,1
401399,190,664,1131,2350.0,1109,0,3.0,0.0,1
187060,190,664,1131,2350.0,1108,0,3.0,0.0,0
15100,211,1188,2277,1246.0,1106,0,4.0,1.0,0
218579,175,1181,4760,247.0,1111,0,0.0,1.0,0
132803,191,1130,2226,7371.0,1109,0,2.0,0.0,0
12875,279,898,3323,683.0,1105,0,3.0,1.0,0
44606,184,656,145,3462.0,1111,0,0.0,0.0,0
44606,184,656,145,3462.0,1111,0,0.0,0.0,0
258575,253,962,3263,626.0,1110,0,0.0,0.0,0
60425,175,1181,4760,247.0,1110,0,4.0,0.0,0
60425,175,1181,4760,247.0,1110,0,4.0,0.0,0
60425,175,1181,4760,247.0,1110,3,4.0,0.0,0
60425,175,1181,4760,247.0,1111,0,4.0,0.0,0
60425,175,1181,4760,247.0,1111,2,4.0,0.0,0
60425,175,1181,4760,247.0,1111,0,4.0,0.0,0
340104,253,962,3263,626.0,1111,0,2.0,0.0,0
113078,175,1181,4760,247.0,1111,0,3.0,1.0,0
229569,211,1188,2277,1246.0,1109,0,2.0,0.0,0
229569,211,1188,2277,1246.0,1108,0,2.0,0.0,0
229569,211,1188,2277,1246.0,1108,0,2.0,0.0,0
229569,211,1188,2277,1246.0,1108,0,2.0,0.0,0
229569,211,1188,2277,1246.0,1108,0,2.0,0.0,0
229569,211,1188,2277,1246.0,1108,0,2.0,0.0,0
289079,279,898,3323,683.0,1111,0,4.0,1.0,1
72143,221,598,4405,4631.0,1026,0,3.0,0.0,0
403117,175,1181,4760,247.0,1111,0,2.0,1.0,0
36385,219,349,1943,6208.0,1111,2,0.0,0.0,0
36385,219,349,1943,6208.0,1111,0,0.0,0.0,0
122632,175,1181,4760,247.0,1109,0,3.0,0.0,0
122632,175,1181,4760,247.0,1108,0,3.0,0.0,0
122632,175,1181,4760,247.0,1108,0,3.0,0.0,0
95362,253,962,3263,626.0,1111,0,0.0,0.0,0
99823,175,1181,4760,247.0,1110,0,2.0,0.0,0
