user_id,item_id,cat_id,seller_id,brand_id,time_stamp,action_type,age_range,gender
7692,178,394,1641,5067.0,1111,0,4.0,0.0
7692,178,394,1641,5067.0,1108,3,4.0,0.0
7692,178,394,1641,5067.0,1108,0,4.0,0.0
7692,178,394,1641,5067.0,1110,0,4.0,0.0
7692,178,394,1641,5067.0,1110,0,4.0,0.0
7692,178,394,1641,5067.0,1110,0,4.0,0.0
7692,178,394,1641,5067.0,1110,0,4.0,0.0
7692,178,394,1641,5067.0,1109,0,4.0,0.0
7692,178,394,1641,5067.0,1109,0,4.0,0.0
7692,178,394,1641,5067.0,1109,0,4.0,0.0
331906,178,394,1641,5067.0,1109,0,4.0,2.0
305119,257,1238,158,99.0,1111,0,7.0,1.0
227909,277,1023,4282,7892.0,629,0,5.0,0.0
345174,302,662,831,913.0,1111,0,6.0,0.0
114906,174,1467,4257,6742.0,803,0,3.0,0.0
104420,259,614,637,2603.0,916,0,6.0,0.0
104420,259,614,637,2603.0,916,2,6.0,0.0
47143,304,559,3989,3650.0,815,0,5.0,0.0
243241,178,394,1641,5067.0,1110,3,4.0,1.0
243241,178,394,1641,5067.0,1111,0,4.0,1.0
243241,178,394,1641,5067.0,1111,0,4.0,1.0
243241,178,394,1641,5067.0,1101,0,4.0,1.0
243241,178,394,1641,5067.0,929,0,4.0,1.0
243241,178,394,1641,5067.0,624,3,4.0,1.0
48664,304,559,3989,5270.0,820,2,5.0,0.0
48664,304,559,3989,3650.0,820,0,5.0,0.0
389693,304,559,3989,3650.0,617,0,5.0,1.0
266355,174,1467,4257,6742.0,1013,3,4.0,0.0
237879,174,1467,4257,6742.0,1006,0,5.0,0.0
149697,304,559,3989,3650.0,625,0,5.0,0.0
44152,256,1401,2623,944.0,711,0,0.0,0.0
44152,256,1401,2623,944.0,711,0,0.0,0.0
141307,175,1181,4760,247.0,1107,0,4.0,1.0
141307,175,1181,4760,247.0,1107,0,4.0,1.0
141307,175,1181,4760,247.0,1107,0,4.0,1.0
141307,175,1181,4760,247.0,1111,0,4.0,1.0
141307,175,1181,4760,247.0,1111,0,4.0,1.0
141307,175,1181,4760,247.0,1111,0,4.0,1.0
141307,175,1181,4760,247.0,1111,2,4.0,1.0
141307,175,1181,4760,247.0,1111,0,4.0,1.0
141307,175,1181,4760,247.0,1111,0,4.0,1.0
337965,304,559,3989,3650.0,618,0,4.0,0.0
329315,174,1467,4257,6742.0,617,0,4.0,0.0
43299,315,1611,2642,8040.0,1110,0,4.0,0.0
167621,304,559,3989,3650.0,725,0,5.0,0.0
323238,259,614,637,2603.0,1001,0,4.0,0.0
203088,304,559,3989,3650.0,629,0,4.0,1.0
203088,304,559,3989,3650.0,619,0,4.0,1.0
203088,304,559,3989,5270.0,618,2,4.0,1.0
203088,304,559,3989,3650.0,618,0,4.0,1.0
203088,304,559,3989,3650.0,618,0,4.0,1.0
203088,304,559,3989,3650.0,618,0,4.0,1.0
203088,304,559,3989,3650.0,618,0,4.0,1.0
104074,304,559,3989,5270.0,918,2,6.0,0.0
104074,304,559,3989,3650.0,918,0,6.0,0.0
104074,304,559,3989,3650.0,918,0,6.0,0.0
13603,174,1467,4257,6742.0,723,0,4.0,0.0
79000,304,559,3989,5270.0,716,2,3.0,1.0
79000,304,559,3989,3650.0,716,0,3.0,1.0
182925,304,559,3989,3650.0,820,0,4.0,0.0
100396,178,394,1641,5067.0,1030,0,4.0,1.0
362703,294,1181,4798,4120.0,1111,0,3.0,1.0
252255,175,1181,4760,247.0,1111,0,3.0,1.0
324321,173,302,4321,2018.0,927,0,4.0,0.0
324321,173,302,4321,2018.0,927,0,4.0,0.0
358906,175,1181,4760,247.0,1111,0,3.0,1.0
266517,174,1467,4257,6742.0,628,0,4.0,0.0
96868,170,1095,3828,1446.0,515,3,6.0,0.0
154294,178,394,1641,5067.0,522,0,4.0,0.0
376516,174,1467,4257,6742.0,708,0,4.0,1.0
366794,209,863,3766,1097.0,906,0,4.0,0.0
328683,301,1213,2823,1128.0,905,0,4.0,0.0
342518,302,662,831,913.0,1111,0,3.0,1.0
323502,311,776,4205,928.0,1111,0,4.0,0.0
323502,170,1095,3828,1446.0,528,0,4.0,0.0
376717,174,1467,4257,6742.0,614,0,2.0,0.0
230720,212,1566,1765,5192.0,1008,0,3.0,0.0
230720,212,1566,1765,5192.0,1008,0,3.0,0.0
230720,212,1566,1765,5192.0,1008,0,3.0,0.0
423557,167,1371,2871,6086.0,524,0,5.0,0.0
312926,174,1467,4257,6742.0,602,0,3.0,0.0
240570,304,559,3989,5270.0,821,2,6.0,0.0
240570,304,559,3989,3650.0,821,0,6.0,0.0
124397,241,266,3196,2541.0,1101,3,4.0,0.0
34368,266,662,139,3228.0,722,0,4.0,0.0
92380,178,394,1641,5067.0,1108,0,7.0,2.0
92380,178,394,1641,5067.0,1106,3,7.0,2.0
92380,178,394,1641,5067.0,1106,0,7.0,2.0
92380,178,394,1641,5067.0,1111,0,7.0,2.0
92380,178,394,1641,5067.0,1111,0,7.0,2.0
92380,178,394,1641,5067.0,1111,0,7.0,2.0
92380,178,394,1641,5067.0,1111,0,7.0,2.0
92380,178,394,1641,5067.0,1111,0,7.0,2.0
343577,193,656,2781,6885.0,1109,0,3.0,0.0
25017,279,898,3323,683.0,1111,0,4.0,1.0
228100,304,559,3989,3650.0,605,0,6.0,0.0
68099,189,1095,2387,6040.0,1106,0,3.0,0.0
95322,311,776,4205,928.0,911,0,4.0,0.0
95322,311,776,4205,928.0,911,0,4.0,0.0
93208,304,559,3989,3650.0,713,0,4.0,1.0
93208,304,559,3989,3650.0,706,0,4.0,1.0
93208,304,559,3989,3650.0,706,0,4.0,1.0
336907,283,737,801,5890.0,828,0,3.0,0.0
391685,178,394,1641,5067.0,718,0,4.0,0.0
309566,175,1181,4760,247.0,1111,2,5.0,0.0
354236,170,1095,3828,1446.0,528,0,5.0,0.0
267916,314,177,615,5394.0,1110,0,0.0,1.0
267916,314,177,615,5394.0,1031,3,0.0,1.0
122329,265,1100,3101,4533.0,1102,0,3.0,2.0
312978,256,1401,2623,944.0,522,0,3.0,0.0
94440,304,559,3989,3650.0,924,0,3.0,0.0
94440,304,559,3989,3650.0,924,0,3.0,0.0
9401,302,662,831,913.0,1023,0,4.0,0.0
239533,209,863,3766,1097.0,831,0,0.0,0.0
263739,280,1505,1362,1654.0,1111,0,5.0,0.0
261850,304,559,3989,3650.0,617,0,5.0,0.0
261850,304,559,3989,3650.0,618,0,5.0,0.0
261850,304,559,3989,3650.0,618,0,5.0,0.0
261850,304,559,3989,5270.0,618,2,5.0,0.0
174362,304,559,3989,3650.0,903,0,0.0,0.0
255458,174,1467,4257,6742.0,527,0,3.0,0.0
285483,304,559,3989,3650.0,1013,0,3.0,0.0
285483,304,559,3989,3650.0,1013,0,3.0,0.0
400411,178,394,1641,5067.0,1012,3,3.0,1.0
400411,178,394,1641,5067.0,1111,0,3.0,1.0
400411,178,394,1641,5067.0,1111,0,3.0,1.0
400411,178,394,1641,5067.0,1111,0,3.0,1.0
400411,178,394,1641,5067.0,1111,0,3.0,1.0
400411,178,394,1641,5067.0,1109,3,3.0,1.0
393655,202,1518,3673,5588.0,621,0,5.0,1.0
7402,304,559,3989,3650.0,711,0,3.0,0.0
196967,183,1604,2925,5999.0,610,0,4.0,1.0
422803,181,776,3491,3969.0,528,0,3.0,0.0
214575,304,559,3989,5270.0,820,2,4.0,0.0
214575,304,559,3989,3650.0,820,0,4.0,0.0
214575,304,559,3989,3650.0,820,0,4.0,0.0
214575,304,559,3989,3650.0,1111,0,4.0,0.0
42754,178,394,1641,5067.0,924,0,4.0,0.0
222871,256,1401,2623,944.0,819,0,6.0,1.0
222871,256,1401,2623,944.0,819,0,6.0,1.0
222871,256,1401,2623,944.0,819,0,6.0,1.0
222871,256,1401,2623,944.0,819,0,6.0,1.0
222871,256,1401,2623,944.0,819,2,6.0,1.0
242908,201,1102,4882,5230.0,719,0,5.0,1.0
242908,201,1102,4882,5230.0,719,0,5.0,1.0
242908,201,1102,4882,5230.0,719,0,5.0,1.0
242908,201,1102,4882,5230.0,719,0,5.0,1.0
242908,201,1102,4882,5230.0,719,0,5.0,1.0
242908,201,1102,4882,5230.0,719,0,5.0,1.0
242908,201,1102,4882,5230.0,719,0,5.0,1.0
242908,201,1102,4882,5230.0,719,0,5.0,1.0
271746,294,1181,4798,4120.0,1111,0,4.0,0.0
337779,304,559,3989,3650.0,708,0,3.0,0.0
337779,304,559,3989,3650.0,708,0,3.0,0.0
337779,304,559,3989,3650.0,708,0,3.0,0.0
337779,304,559,3989,5270.0,708,2,3.0,0.0
153778,174,1467,4257,6742.0,724,0,4.0,2.0
78585,241,266,3196,2541.0,812,0,5.0,0.0
141404,175,1181,4760,247.0,1028,0,8.0,0.0
141404,175,1181,4760,247.0,1028,3,8.0,0.0
18344,241,266,3196,2541.0,1103,0,3.0,0.0
328482,304,559,3989,3650.0,824,0,3.0,0.0
328482,304,559,3989,3650.0,824,0,3.0,0.0
328482,304,559,3989,5270.0,824,2,3.0,0.0
405010,304,559,3989,3650.0,1015,0,4.0,1.0
377450,178,394,1641,5067.0,708,0,3.0,0.0
377450,178,394,1641,5067.0,706,3,3.0,0.0
377450,178,394,1641,5067.0,706,2,3.0,0.0
363521,174,1467,4257,6742.0,927,3,4.0,0.0
334075,294,1181,4798,4120.0,1111,0,5.0,0.0
307683,175,1181,4760,247.0,1108,0,5.0,1.0
267329,175,1181,4760,247.0,1026,0,6.0,0.0
211962,304,559,3989,3650.0,618,0,3.0,0.0
211962,304,559,3989,5270.0,618,2,3.0,0.0
211962,304,559,3989,3650.0,618,0,3.0,0.0
312140,304,559,3989,3650.0,617,0,7.0,0.0
206032,281,1130,246,5380.0,1108,0,4.0,0.0
206032,281,1130,246,5380.0,1108,0,4.0,0.0
206032,281,1130,246,5380.0,1104,0,4.0,0.0
206032,281,1130,246,5380.0,1104,0,4.0,0.0
206032,281,1130,246,5380.0,1111,2,4.0,0.0
206032,281,1130,246,5380.0,1111,0,4.0,0.0
206032,281,1130,246,5380.0,1107,0,4.0,0.0
206032,281,1130,246,5380.0,1111,0,4.0,0.0
206032,281,1130,246,5380.0,1111,2,4.0,0.0
206032,281,1130,246,5380.0,1111,0,4.0,0.0
206032,281,1130,246,5380.0,1111,0,4.0,0.0
206032,281,1130,246,5380.0,1103,3,4.0,0.0
206032,281,1130,246,5380.0,1109,0,4.0,0.0
206032,281,1130,246,5380.0,1105,0,4.0,0.0
227060,259,614,637,2603.0,1111,0,3.0,1.0
219780,312,602,4129,5491.0,827,0,2.0,0.0
55192,175,1181,4760,247.0,1111,0,5.0,1.0
249648,304,559,3989,5270.0,821,2,4.0,0.0
350052,190,664,1131,2350.0,1111,0,3.0,1.0
122519,259,614,637,2603.0,1111,2,3.0,0.0
317580,304,559,3989,3650.0,618,0,5.0,1.0
3193,304,559,3989,3650.0,821,3,2.0,0.0
67777,218,451,419,2735.0,725,3,5.0,1.0
81610,176,1188,2085,2169.0,622,0,5.0,0.0
3216,304,559,3989,3650.0,820,0,3.0,0.0
3216,304,559,3989,3650.0,805,0,3.0,0.0
3216,304,559,3989,3650.0,805,0,3.0,0.0
235784,300,1498,3003,4385.0,705,0,3.0,0.0
402505,304,559,3989,3650.0,617,0,4.0,0.0
402505,304,559,3989,3650.0,617,3,4.0,0.0
402505,304,559,3989,3650.0,617,0,4.0,0.0
402505,304,559,3989,3650.0,618,0,4.0,0.0
402505,304,559,3989,3650.0,618,0,4.0,0.0
402505,304,559,3989,3650.0,618,0,4.0,0.0
402505,304,559,3989,3650.0,618,0,4.0,0.0
402505,304,559,3989,3650.0,618,0,4.0,0.0
182119,279,898,3323,683.0,1111,0,4.0,1.0
182119,279,898,3323,683.0,1110,0,4.0,1.0
356426,304,559,3989,3650.0,618,0,4.0,0.0
130455,174,1467,4257,6742.0,823,0,7.0,0.0
290843,304,559,3989,3650.0,601,0,2.0,1.0
280040,183,1604,2925,5999.0,728,0,4.0,0.0
273740,299,115,4138,4073.0,921,0,0.0,0.0
273740,299,115,4138,4073.0,921,0,0.0,0.0
338849,178,394,1641,5067.0,1110,0,4.0,0.0
55688,314,177,615,5394.0,1023,0,4.0,0.0
64815,174,1467,4257,6742.0,1004,0,3.0,0.0
336747,205,1095,3939,1768.0,523,0,5.0,1.0
336747,205,1095,3939,1768.0,523,0,5.0,1.0
336747,205,1095,3939,1768.0,523,0,5.0,1.0
68225,279,898,3323,683.0,1108,0,5.0,1.0
309885,201,1102,4882,5230.0,626,0,4.0,1.0
39456,263,71,1598,4583.0,1105,0,6.0,0.0
83316,173,302,4321,2018.0,908,0,3.0,0.0
213043,304,559,3989,3650.0,617,0,6.0,1.0
213043,304,559,3989,3650.0,618,0,6.0,1.0
19033,259,614,637,2603.0,726,0,3.0,0.0
109919,198,656,145,3462.0,1105,0,4.0,0.0
153526,189,1095,2387,6040.0,1111,0,6.0,0.0
412963,270,1611,4224,136.0,1108,0,4.0,1.0
97616,304,559,3989,3650.0,824,0,3.0,0.0
386927,193,656,2781,6885.0,1111,0,4.0,0.0
386927,193,656,2781,6885.0,1111,0,4.0,0.0
386927,193,656,2781,6885.0,1111,0,4.0,0.0
18199,277,1023,4282,7892.0,702,0,4.0,1.0
236919,178,394,1641,5067.0,1106,0,4.0,1.0
400969,175,1181,4760,247.0,1107,3,4.0,0.0
230439,168,1467,623,68.0,626,0,3.0,0.0
212545,178,394,1641,5067.0,1107,0,5.0,0.0
212545,178,394,1641,5067.0,1111,0,5.0,0.0
212545,178,394,1641,5067.0,1111,0,5.0,0.0
413479,277,1023,4282,7892.0,805,0,3.0,1.0
297183,183,1604,2925,5999.0,712,0,3.0,0.0
384640,232,834,2091,6740.0,814,0,3.0,0.0
384485,279,898,3323,683.0,1111,0,3.0,1.0
384485,279,898,3323,683.0,1111,0,3.0,1.0
384485,279,898,3323,683.0,1111,0,3.0,1.0
384485,279,898,3323,683.0,1111,0,3.0,1.0
321471,239,1620,834,5360.0,1110,0,4.0,0.0
243494,304,559,3989,3650.0,727,0,3.0,0.0
243494,304,559,3989,3650.0,727,0,3.0,0.0
170683,249,1023,4440,8122.0,701,0,4.0,0.0
343274,259,614,637,2603.0,526,0,3.0,0.0
145020,304,559,3989,3650.0,717,0,3.0,0.0
409187,304,559,3989,3650.0,619,0,3.0,1.0
170576,193,656,2781,6885.0,1111,0,3.0,0.0
317760,311,776,4205,928.0,625,0,3.0,1.0
226557,208,737,780,516.0,614,0,6.0,0.0
200506,304,559,3989,3650.0,820,0,6.0,0.0
200506,304,559,3989,5270.0,820,2,6.0,0.0
200506,304,559,3989,3650.0,820,0,6.0,0.0
200506,304,559,3989,3650.0,820,0,6.0,0.0
9605,259,614,637,2603.0,1017,0,5.0,0.0
53423,173,302,4321,2018.0,922,0,3.0,0.0
53423,173,302,4321,2018.0,922,0,3.0,0.0
148086,173,302,4321,2018.0,923,0,3.0,0.0
56144,226,420,1784,7936.0,1103,0,3.0,0.0
111981,262,1238,524,4655.0,806,0,3.0,0.0
282036,259,614,637,2603.0,1111,0,3.0,1.0
136490,279,898,3323,683.0,1111,0,6.0,1.0
136490,279,898,3323,683.0,1111,0,6.0,1.0
136490,279,898,3323,683.0,1111,0,6.0,1.0
136490,279,898,3323,683.0,1111,0,6.0,1.0
136490,279,898,3323,683.0,1111,0,6.0,1.0
136490,279,898,3323,683.0,1111,0,6.0,1.0
136490,279,898,3323,683.0,1111,0,6.0,1.0
136490,279,898,3323,683.0,1111,0,6.0,1.0
136490,279,898,3323,683.0,1111,0,6.0,1.0
136490,279,898,3323,683.0,1106,0,6.0,1.0
136490,279,898,3323,683.0,1106,0,6.0,1.0
136490,279,898,3323,683.0,1111,0,6.0,1.0
342023,190,664,1131,2350.0,1108,0,3.0,0.0
342023,190,664,1131,2350.0,1108,0,3.0,0.0
287356,304,559,3989,3650.0,630,0,5.0,1.0
119530,294,1181,4798,4120.0,1111,0,3.0,0.0
119530,294,1181,4798,4120.0,1106,0,3.0,0.0
122012,304,559,3989,3650.0,924,0,6.0,0.0
122012,304,559,3989,3650.0,924,3,6.0,0.0
193022,304,559,3989,3650.0,604,0,4.0,0.0
306030,304,559,3989,3650.0,614,3,4.0,1.0
306030,304,559,3989,3650.0,614,0,4.0,1.0
306030,304,559,3989,3650.0,618,0,4.0,1.0
175762,309,611,3083,5717.0,1005,0,0.0,0.0
287829,175,1181,4760,247.0,1111,0,3.0,0.0
119631,304,559,3989,3650.0,602,0,4.0,0.0
155748,304,559,3989,3650.0,1002,0,3.0,0.0
222308,238,761,3119,5204.0,1026,0,3.0,0.0
222308,238,761,3119,5204.0,1026,0,3.0,0.0
403976,170,1095,3828,1446.0,531,0,2.0,0.0
304873,207,407,2292,7537.0,723,0,0.0,1.0
159905,193,656,2781,6885.0,1111,0,3.0,0.0
383553,277,1023,4282,7892.0,613,0,4.0,0.0
22573,304,559,3989,3650.0,802,0,0.0,0.0
258554,178,394,1641,5067.0,1110,0,0.0,0.0
302383,185,1604,2159,6823.0,723,0,5.0,0.0
302383,185,1604,2159,6823.0,723,0,5.0,0.0
133668,175,1181,4760,247.0,1111,0,4.0,0.0
199539,304,559,3989,3650.0,709,0,5.0,0.0
199539,304,559,3989,3650.0,709,0,5.0,0.0
199539,304,559,3989,5270.0,709,2,5.0,0.0
199539,304,559,3989,3650.0,717,0,5.0,0.0
199539,304,559,3989,3650.0,717,0,5.0,0.0
199539,304,559,3989,3650.0,717,0,5.0,0.0
199539,304,559,3989,3650.0,717,0,5.0,0.0
199539,304,559,3989,5270.0,717,2,5.0,0.0
170486,304,559,3989,3650.0,1020,0,3.0,0.0
170486,304,559,3989,3650.0,1015,0,3.0,0.0
170486,304,559,3989,3650.0,1015,3,3.0,0.0
22546,174,1467,4257,6742.0,905,0,5.0,1.0
232781,209,863,3766,1097.0,1111,0,3.0,0.0
250096,175,1181,4760,247.0,1111,0,3.0,0.0
167739,304,559,3989,3650.0,618,0,5.0,1.0
166684,174,1467,4257,6742.0,606,0,3.0,0.0
325204,226,420,1784,7936.0,1111,0,0.0,0.0
382622,283,737,801,5890.0,823,0,0.0,0.0
201176,304,559,3989,3650.0,618,0,5.0,0.0
152002,173,302,4321,2018.0,805,0,2.0,0.0
82763,170,1095,3828,1446.0,603,0,5.0,0.0
80562,209,863,3766,1097.0,901,0,3.0,0.0
393441,304,559,3989,3650.0,620,0,3.0,0.0
393441,304,559,3989,3650.0,620,0,3.0,0.0
400110,312,602,4129,5491.0,1102,0,2.0,0.0
61225,176,1188,2085,2169.0,1111,0,6.0,0.0
61225,176,1188,2085,2169.0,1111,0,6.0,0.0
61225,176,1188,2085,2169.0,1110,0,6.0,0.0
52149,304,559,3989,3650.0,719,0,3.0,1.0
52149,304,559,3989,3650.0,723,0,3.0,1.0
330350,259,614,637,2603.0,628,3,5.0,2.0
118702,279,898,3323,683.0,1110,0,3.0,1.0
118702,279,898,3323,683.0,1102,0,3.0,1.0
116694,304,559,3989,3650.0,618,0,3.0,0.0
116694,304,559,3989,3650.0,618,0,3.0,0.0
335997,247,407,4744,5022.0,923,0,3.0,0.0
126981,314,177,615,5394.0,1102,0,4.0,1.0
38546,174,1467,4257,6742.0,530,0,3.0,0.0
209436,259,614,637,2603.0,924,0,3.0,1.0
200535,218,451,419,2735.0,810,0,3.0,2.0
200535,218,451,419,2735.0,810,0,3.0,2.0
200535,218,451,419,2735.0,810,2,3.0,2.0
200535,218,451,419,2735.0,810,0,3.0,2.0
200535,218,451,419,2735.0,810,0,3.0,2.0
200535,218,451,419,2735.0,810,0,3.0,2.0
216707,259,614,637,2603.0,716,0,2.0,1.0
94854,225,1326,582,5478.0,530,0,6.0,0.0
345497,184,656,145,3462.0,1103,0,6.0,0.0
165244,174,1467,4257,6742.0,905,0,4.0,0.0
170019,224,614,4955,7924.0,1111,0,0.0,0.0
196891,174,1467,4257,6742.0,1028,3,5.0,0.0
284007,174,1467,4257,6742.0,611,0,2.0,0.0
382731,309,611,3083,5717.0,1029,0,4.0,0.0
303106,304,559,3989,3650.0,618,0,3.0,1.0
242341,260,1505,4964,5506.0,1014,0,3.0,0.0
15613,296,1611,1087,6443.0,1104,0,6.0,1.0
88679,174,1467,4257,6742.0,908,0,3.0,0.0
367481,304,559,3989,3650.0,623,0,3.0,0.0
367481,304,559,3989,3650.0,623,0,3.0,0.0
367481,304,559,3989,5270.0,623,2,3.0,0.0
59550,217,1326,3096,3080.0,921,0,3.0,0.0
393974,277,1023,4282,7892.0,801,0,4.0,0.0
397892,279,898,3323,683.0,528,0,3.0,1.0
397892,279,898,3323,,528,1,3.0,1.0
410442,259,614,637,2603.0,625,0,4.0,0.0
410442,259,614,637,2603.0,630,2,4.0,0.0
410442,259,614,637,2603.0,630,0,4.0,0.0
410442,259,614,637,2603.0,630,0,4.0,0.0
69097,174,1467,4257,6742.0,927,0,6.0,0.0
351053,226,420,1784,7936.0,1111,0,3.0,0.0
198635,170,1095,3828,1446.0,522,0,7.0,0.0
198635,170,1095,3828,1446.0,615,0,7.0,0.0
254624,174,1467,4257,6742.0,709,0,0.0,0.0
105846,279,898,3323,683.0,1107,0,3.0,1.0
105846,294,1181,4798,4120.0,1111,0,3.0,1.0
105846,279,898,3323,683.0,1111,0,3.0,1.0
293899,304,559,3989,3650.0,701,0,7.0,0.0
141585,178,394,1641,5067.0,1108,0,4.0,0.0
326976,283,737,801,5890.0,811,0,0.0,0.0
296210,202,1518,3673,5588.0,617,0,3.0,1.0
236225,235,1279,1985,6772.0,807,0,3.0,0.0
94387,218,451,419,2735.0,905,0,3.0,1.0
94387,304,559,3989,3650.0,525,0,3.0,1.0
280806,183,1604,2925,5999.0,726,0,3.0,1.0
280806,183,1604,2925,5999.0,726,0,3.0,1.0
280806,183,1604,2925,5999.0,726,2,3.0,1.0
280806,304,559,3989,3650.0,706,0,3.0,1.0
55512,282,885,3791,1500.0,906,0,5.0,1.0
246637,294,1181,4798,4120.0,1111,0,4.0,1.0
298942,316,1188,4218,3700.0,1111,0,0.0,0.0
175013,302,662,831,913.0,1111,0,3.0,0.0
175013,302,662,831,913.0,1111,0,3.0,0.0
175013,302,662,831,913.0,1111,0,3.0,0.0
94859,248,1023,2560,2116.0,1111,0,4.0,0.0
96927,296,1611,1087,6443.0,1104,0,4.0,0.0
128910,301,1213,2823,1128.0,1012,0,0.0,0.0
349269,304,559,3989,3650.0,618,0,3.0,0.0
349269,304,559,3989,3650.0,618,0,3.0,0.0
395835,283,737,801,5890.0,729,0,3.0,0.0
395835,283,737,801,5890.0,729,0,3.0,0.0
198558,259,614,637,2603.0,1111,0,3.0,0.0
198558,259,614,637,2603.0,1111,2,3.0,0.0
114188,174,1467,4257,6742.0,729,0,0.0,1.0
255960,279,898,3323,683.0,1111,0,3.0,0.0
206037,178,394,1641,5067.0,1110,0,4.0,1.0
133137,195,707,4549,8150.0,710,0,4.0,0.0
133137,195,707,4549,8150.0,710,0,4.0,0.0
192511,197,177,3751,4179.0,531,0,3.0,0.0
192511,197,177,3751,4179.0,602,0,3.0,0.0
69631,178,394,1641,5067.0,712,0,3.0,1.0
38039,304,559,3989,3650.0,901,0,0.0,0.0
379802,178,394,1641,5067.0,1109,0,3.0,0.0
143022,304,559,3989,3650.0,612,0,4.0,0.0
359751,174,1467,4257,6742.0,716,0,4.0,0.0
227891,304,559,3989,3650.0,521,0,6.0,1.0
391322,304,559,3989,3650.0,615,0,4.0,0.0
380420,190,664,1131,2350.0,1105,0,3.0,0.0
296644,294,1181,4798,4120.0,1110,0,4.0,2.0
115825,316,1188,4218,3700.0,1108,0,4.0,1.0
115825,316,1188,4218,3700.0,1108,0,4.0,1.0
66523,244,1438,3769,6183.0,701,0,2.0,1.0
66523,244,1438,3769,6183.0,622,0,2.0,1.0
66523,244,1438,3769,6183.0,707,0,2.0,1.0
321066,248,1023,2560,2116.0,1109,0,5.0,1.0
321936,294,1181,4798,4120.0,1109,0,0.0,0.0
407727,163,844,4597,6936.0,1017,0,3.0,0.0
407727,163,844,4597,6936.0,1017,3,3.0,0.0
119294,259,614,637,2603.0,707,0,4.0,0.0
394657,259,614,637,2603.0,1111,0,2.0,0.0
321956,233,1397,3246,7087.0,603,0,3.0,0.0
88393,259,614,637,2603.0,1101,0,3.0,1.0
53248,304,559,3989,3650.0,618,0,0.0,1.0
53248,304,559,3989,3650.0,618,0,0.0,1.0
94907,184,656,145,3462.0,1111,0,6.0,0.0
94907,184,656,145,3462.0,1111,2,6.0,0.0
94907,184,656,145,3462.0,1111,0,6.0,0.0
262539,174,1467,4257,6742.0,721,0,3.0,0.0
205142,183,1604,2925,5999.0,724,0,6.0,0.0
328820,283,737,801,5890.0,917,0,2.0,0.0
328820,283,737,801,5890.0,917,0,2.0,0.0
223541,178,394,1641,5067.0,1110,0,3.0,0.0
302727,183,1604,2925,5999.0,713,0,0.0,0.0
243224,170,1095,3828,1446.0,528,0,3.0,0.0
371039,308,464,2960,3312.0,709,0,8.0,0.0
337197,175,1181,4760,247.0,1111,0,2.0,1.0
242445,178,394,1641,5067.0,1111,0,0.0,0.0
255805,283,737,801,5890.0,913,0,3.0,0.0
156347,261,1038,4538,8238.0,616,0,3.0,0.0
