brand_id,month,day,brand_monthly_action_count,month_total_action_count,monthly_action_count_ratio,monthly_mean_action_type,brand_male_count,brand_female_count,brand_unknown_gender_count,month_brand_male_count,month_brand_female_count,month_brand_unknown_gender_count,brand_male_count_ratio,brand_female_count_ratio,brand_unknown_count_ratio,brand_monthly_male_count_ratio,brand_monthly_female_count_ratio,brand_monthly_unknown_count_ratio,brand_buys,brand_buy_ratio,brand_male_buy_count,brand_female_buy_count,brand_unknown_buy_count,brand_male_buy_ratio,brand_female_buy_ratio,brand_unknown_buy_ratio,brand_ageGroup_1_counts,brand_ageGroup_2_counts,brand_ageGroup_3_counts,brand_ageGroup_4_counts,brand_ageGroup_5_counts,brand_ageGroup_6_counts,brand_ageGroup_7_counts,brand_ageGroup_8_counts,brand_ageGroup_0_counts,brand action count,brand action count ratio,brand day count,brand 1111 action count,brand 1111 action count ratio,brand 1111 activity ratio,brand last week action count,brand last week action count ratio,brand last week activity ratio,last month action count,last month action count ratio,last month activity ratio,average age,average gender
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
5380.0,11,8,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
5380.0,11,8,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
5380.0,11,4,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
5380.0,11,4,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
5380.0,11,11,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
5380.0,11,11,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
5380.0,11,7,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
5380.0,11,11,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
5380.0,11,11,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
5380.0,11,11,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
5380.0,11,11,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
5380.0,11,3,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
5380.0,11,9,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
5380.0,11,5,19,362,0.052486187845303865,0.47368421052631576,0,19,0,0,19,0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,19,0,0,0,0,0,19,0.04935064935064935,7,11,0.04824561403508772,0.5789473684210527,18,0.05070422535211268,0.9473684210526315,19,0.05191256830601093,1.0,4.0,0.0
683.0,11,11,75,362,0.20718232044198895,0.14666666666666667,40,44,1,32,42,1,0.47058823529411764,0.5176470588235295,0.011764705882352941,0.4266666666666667,0.56,0.013333333333333334,1,0.011764705882352941,1.0,0.0,0.0,1.0,0.0,0.0,0,5,27,19,11,1,0,2,20,85,0.22077922077922077,12,46,0.20175438596491227,0.5411764705882353,75,0.2112676056338028,0.8823529411764706,76,0.20765027322404372,0.8941176470588236,2.8705882352941177,0.49411764705882355
683.0,11,10,75,362,0.20718232044198895,0.14666666666666667,40,44,1,32,42,1,0.47058823529411764,0.5176470588235295,0.011764705882352941,0.4266666666666667,0.56,0.013333333333333334,1,0.011764705882352941,1.0,0.0,0.0,1.0,0.0,0.0,0,5,27,19,11,1,0,2,20,85,0.22077922077922077,12,46,0.20175438596491227,0.5411764705882353,75,0.2112676056338028,0.8823529411764706,76,0.20765027322404372,0.8941176470588236,2.8705882352941177,0.49411764705882355
683.0,11,8,75,362,0.20718232044198895,0.14666666666666667,40,44,1,32,42,1,0.47058823529411764,0.5176470588235295,0.011764705882352941,0.4266666666666667,0.56,0.013333333333333334,1,0.011764705882352941,1.0,0.0,0.0,1.0,0.0,0.0,0,5,27,19,11,1,0,2,20,85,0.22077922077922077,12,46,0.20175438596491227,0.5411764705882353,75,0.2112676056338028,0.8823529411764706,76,0.20765027322404372,0.8941176470588236,2.8705882352941177,0.49411764705882355
3462.0,11,5,36,362,0.09944751381215469,0.3611111111111111,9,25,2,9,25,2,0.25,0.6944444444444444,0.05555555555555555,0.25,0.6944444444444444,0.05555555555555555,5,0.1388888888888889,1.0,4.0,0.0,0.2,0.8,0.0,0,2,1,10,7,8,0,0,8,36,0.09350649350649351,4,30,0.13157894736842105,0.8333333333333334,36,0.10140845070422536,1.0,36,0.09836065573770492,1.0,3.611111111111111,0.3611111111111111
2350.0,11,8,6,362,0.016574585635359115,0.0,0,6,0,0,6,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,0,0,0,0,0,6,0.015584415584415584,4,1,0.0043859649122807015,0.16666666666666666,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,3.0,0.0
2350.0,11,8,6,362,0.016574585635359115,0.0,0,6,0,0,6,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,0,0,0,0,0,6,0.015584415584415584,4,1,0.0043859649122807015,0.16666666666666666,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,3.0,0.0
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
683.0,11,11,75,362,0.20718232044198895,0.14666666666666667,40,44,1,32,42,1,0.47058823529411764,0.5176470588235295,0.011764705882352941,0.4266666666666667,0.56,0.013333333333333334,1,0.011764705882352941,1.0,0.0,0.0,1.0,0.0,0.0,0,5,27,19,11,1,0,2,20,85,0.22077922077922077,12,46,0.20175438596491227,0.5411764705882353,75,0.2112676056338028,0.8823529411764706,76,0.20765027322404372,0.8941176470588236,2.8705882352941177,0.49411764705882355
2350.0,11,5,6,362,0.016574585635359115,0.0,0,6,0,0,6,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,0,0,0,0,0,6,0.015584415584415584,4,1,0.0043859649122807015,0.16666666666666666,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,3.0,0.0
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
6208.0,11,11,21,362,0.058011049723756904,0.7619047619047619,13,8,0,13,8,0,0.6190476190476191,0.38095238095238093,0.0,0.6190476190476191,0.38095238095238093,0.0,5,0.23809523809523808,3.0,2.0,0.0,0.6,0.4,0.0,0,7,6,0,0,6,0,0,2,21,0.05454545454545454,3,17,0.07456140350877193,0.8095238095238095,21,0.059154929577464786,1.0,21,0.05737704918032787,1.0,3.238095238095238,0.6190476190476191
6208.0,11,11,21,362,0.058011049723756904,0.7619047619047619,13,8,0,13,8,0,0.6190476190476191,0.38095238095238093,0.0,0.6190476190476191,0.38095238095238093,0.0,5,0.23809523809523808,3.0,2.0,0.0,0.6,0.4,0.0,0,7,6,0,0,6,0,0,2,21,0.05454545454545454,3,17,0.07456140350877193,0.8095238095238095,21,0.059154929577464786,1.0,21,0.05737704918032787,1.0,3.238095238095238,0.6190476190476191
6208.0,11,11,21,362,0.058011049723756904,0.7619047619047619,13,8,0,13,8,0,0.6190476190476191,0.38095238095238093,0.0,0.6190476190476191,0.38095238095238093,0.0,5,0.23809523809523808,3.0,2.0,0.0,0.6,0.4,0.0,0,7,6,0,0,6,0,0,2,21,0.05454545454545454,3,17,0.07456140350877193,0.8095238095238095,21,0.059154929577464786,1.0,21,0.05737704918032787,1.0,3.238095238095238,0.6190476190476191
6208.0,11,9,21,362,0.058011049723756904,0.7619047619047619,13,8,0,13,8,0,0.6190476190476191,0.38095238095238093,0.0,0.6190476190476191,0.38095238095238093,0.0,5,0.23809523809523808,3.0,2.0,0.0,0.6,0.4,0.0,0,7,6,0,0,6,0,0,2,21,0.05454545454545454,3,17,0.07456140350877193,0.8095238095238095,21,0.059154929577464786,1.0,21,0.05737704918032787,1.0,3.238095238095238,0.6190476190476191
6208.0,11,9,21,362,0.058011049723756904,0.7619047619047619,13,8,0,13,8,0,0.6190476190476191,0.38095238095238093,0.0,0.6190476190476191,0.38095238095238093,0.0,5,0.23809523809523808,3.0,2.0,0.0,0.6,0.4,0.0,0,7,6,0,0,6,0,0,2,21,0.05454545454545454,3,17,0.07456140350877193,0.8095238095238095,21,0.059154929577464786,1.0,21,0.05737704918032787,1.0,3.238095238095238,0.6190476190476191
6208.0,11,9,21,362,0.058011049723756904,0.7619047619047619,13,8,0,13,8,0,0.6190476190476191,0.38095238095238093,0.0,0.6190476190476191,0.38095238095238093,0.0,5,0.23809523809523808,3.0,2.0,0.0,0.6,0.4,0.0,0,7,6,0,0,6,0,0,2,21,0.05454545454545454,3,17,0.07456140350877193,0.8095238095238095,21,0.059154929577464786,1.0,21,0.05737704918032787,1.0,3.238095238095238,0.6190476190476191
1905.0,5,20,1,8,0.125,0.0,0,1,1,0,1,0,0.0,0.5,0.5,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,2,0.005194805194805195,2,0,0.0,0.0,1,0.0028169014084507044,0.5,1,0.00273224043715847,0.5,4.5,1.0
6230.0,11,11,2,362,0.0055248618784530384,1.0,2,0,0,2,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0,2,0,0,0,0,0,0,0,2,0.005194805194805195,1,2,0.008771929824561403,1.0,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,2.0,1.0
6230.0,11,11,2,362,0.0055248618784530384,1.0,2,0,0,2,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0,2,0,0,0,0,0,0,0,2,0.005194805194805195,1,2,0.008771929824561403,1.0,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,2.0,1.0
7924.0,11,11,12,362,0.03314917127071823,0.5,2,10,0,2,10,0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,3,0.25,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0,2,8,0,0,0,0,0,2,12,0.03116883116883117,3,10,0.043859649122807015,0.8333333333333334,12,0.03380281690140845,1.0,12,0.03278688524590164,1.0,2.3333333333333335,0.16666666666666666
7924.0,11,11,12,362,0.03314917127071823,0.5,2,10,0,2,10,0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,3,0.25,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0,2,8,0,0,0,0,0,2,12,0.03116883116883117,3,10,0.043859649122807015,0.8333333333333334,12,0.03380281690140845,1.0,12,0.03278688524590164,1.0,2.3333333333333335,0.16666666666666666
7924.0,11,11,12,362,0.03314917127071823,0.5,2,10,0,2,10,0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,3,0.25,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0,2,8,0,0,0,0,0,2,12,0.03116883116883117,3,10,0.043859649122807015,0.8333333333333334,12,0.03380281690140845,1.0,12,0.03278688524590164,1.0,2.3333333333333335,0.16666666666666666
3462.0,11,11,36,362,0.09944751381215469,0.3611111111111111,9,25,2,9,25,2,0.25,0.6944444444444444,0.05555555555555555,0.25,0.6944444444444444,0.05555555555555555,5,0.1388888888888889,1.0,4.0,0.0,0.2,0.8,0.0,0,2,1,10,7,8,0,0,8,36,0.09350649350649351,4,30,0.13157894736842105,0.8333333333333334,36,0.10140845070422536,1.0,36,0.09836065573770492,1.0,3.611111111111111,0.3611111111111111
3462.0,11,11,36,362,0.09944751381215469,0.3611111111111111,9,25,2,9,25,2,0.25,0.6944444444444444,0.05555555555555555,0.25,0.6944444444444444,0.05555555555555555,5,0.1388888888888889,1.0,4.0,0.0,0.2,0.8,0.0,0,2,1,10,7,8,0,0,8,36,0.09350649350649351,4,30,0.13157894736842105,0.8333333333333334,36,0.10140845070422536,1.0,36,0.09836065573770492,1.0,3.611111111111111,0.3611111111111111
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
247.0,11,11,104,362,0.287292817679558,0.3557692307692308,72,33,0,71,33,0,0.6857142857142857,0.3142857142857143,0.0,0.6826923076923077,0.3173076923076923,0.0,14,0.13333333333333333,8.0,6.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0,25,24,35,1,3,0,0,17,105,0.2727272727272727,9,67,0.29385964912280704,0.638095238095238,101,0.28450704225352114,0.9619047619047619,105,0.28688524590163933,1.0,2.7142857142857144,0.6857142857142857
